filename,image_path,mask_path,width,height,channels,polyp_pixels,total_pixels,area_pct,size_bucket
148.png,Data/CVC-ClinicDB/images/148.png,Data/CVC-ClinicDB/masks/148.png,384,288,3,9913,110592,8.9636,Medium
149.png,Data/CVC-ClinicDB/images/149.png,Data/CVC-ClinicDB/masks/149.png,384,288,3,9192,110592,8.3116,Medium
15.png,Data/CVC-ClinicDB/images/15.png,Data/CVC-ClinicDB/masks/15.png,384,288,3,36223,110592,32.7537,Large
150.png,Data/CVC-ClinicDB/images/150.png,Data/CVC-ClinicDB/masks/150.png,384,288,3,8495,110592,7.6814,Medium
151.png,Data/CVC-ClinicDB/images/151.png,Data/CVC-ClinicDB/masks/151.png,384,288,3,6858,110592,6.2012,Medium
152.png,Data/CVC-ClinicDB/images/152.png,Data/CVC-ClinicDB/masks/152.png,384,288,3,20696,110592,18.7138,Medium
153.png,Data/CVC-ClinicDB/images/153.png,Data/CVC-ClinicDB/masks/153.png,384,288,3,6318,110592,5.7129,Medium
154.png,Data/CVC-ClinicDB/images/154.png,Data/CVC-ClinicDB/masks/154.png,384,288,3,600,110592,0.5425,Small
155.png,Data/CVC-ClinicDB/images/155.png,Data/CVC-ClinicDB/masks/155.png,384,288,3,1680,110592,1.5191,Small
156.png,Data/CVC-ClinicDB/images/156.png,Data/CVC-ClinicDB/masks/156.png,384,288,3,4693,110592,4.2435,Small
157.png,Data/CVC-ClinicDB/images/157.png,Data/CVC-ClinicDB/masks/157.png,384,288,3,7502,110592,6.7835,Medium
158.png,Data/CVC-ClinicDB/images/158.png,Data/CVC-ClinicDB/masks/158.png,384,288,3,4493,110592,4.0627,Small
159.png,Data/CVC-ClinicDB/images/159.png,Data/CVC-ClinicDB/masks/159.png,384,288,3,1808,110592,1.6348,Small
16.png,Data/CVC-ClinicDB/images/16.png,Data/CVC-ClinicDB/masks/16.png,384,288,3,7893,110592,7.137,Medium
160.png,Data/CVC-ClinicDB/images/160.png,Data/CVC-ClinicDB/masks/160.png,384,288,3,8216,110592,7.4291,Medium
161.png,Data/CVC-ClinicDB/images/161.png,Data/CVC-ClinicDB/masks/161.png,384,288,3,3163,110592,2.8601,Small
162.png,Data/CVC-ClinicDB/images/162.png,Data/CVC-ClinicDB/masks/162.png,384,288,3,5105,110592,4.6161,Small
163.png,Data/CVC-ClinicDB/images/163.png,Data/CVC-ClinicDB/masks/163.png,384,288,3,5162,110592,4.6676,Small
164.png,Data/CVC-ClinicDB/images/164.png,Data/CVC-ClinicDB/masks/164.png,384,288,3,3163,110592,2.8601,Small
165.png,Data/CVC-ClinicDB/images/165.png,Data/CVC-ClinicDB/masks/165.png,384,288,3,7347,110592,6.6433,Medium
166.png,Data/CVC-ClinicDB/images/166.png,Data/CVC-ClinicDB/masks/166.png,384,288,3,7332,110592,6.6298,Medium
167.png,Data/CVC-ClinicDB/images/167.png,Data/CVC-ClinicDB/masks/167.png,384,288,3,3503,110592,3.1675,Small
168.png,Data/CVC-ClinicDB/images/168.png,Data/CVC-ClinicDB/masks/168.png,384,288,3,4955,110592,4.4804,Small
169.png,Data/CVC-ClinicDB/images/169.png,Data/CVC-ClinicDB/masks/169.png,384,288,3,6614,110592,5.9805,Medium
17.png,Data/CVC-ClinicDB/images/17.png,Data/CVC-ClinicDB/masks/17.png,384,288,3,14942,110592,13.5109,Medium
170.png,Data/CVC-ClinicDB/images/170.png,Data/CVC-ClinicDB/masks/170.png,384,288,3,4667,110592,4.22,Small
171.png,Data/CVC-ClinicDB/images/171.png,Data/CVC-ClinicDB/masks/171.png,384,288,3,5203,110592,4.7047,Small
172.png,Data/CVC-ClinicDB/images/172.png,Data/CVC-ClinicDB/masks/172.png,384,288,3,3113,110592,2.8149,Small
173.png,Data/CVC-ClinicDB/images/173.png,Data/CVC-ClinicDB/masks/173.png,384,288,3,10891,110592,9.8479,Medium
174.png,Data/CVC-ClinicDB/images/174.png,Data/CVC-ClinicDB/masks/174.png,384,288,3,11569,110592,10.461,Medium
175.png,Data/CVC-ClinicDB/images/175.png,Data/CVC-ClinicDB/masks/175.png,384,288,3,15186,110592,13.7316,Medium
176.png,Data/CVC-ClinicDB/images/176.png,Data/CVC-ClinicDB/masks/176.png,384,288,3,12779,110592,11.5551,Medium
177.png,Data/CVC-ClinicDB/images/177.png,Data/CVC-ClinicDB/masks/177.png,384,288,3,8205,110592,7.4192,Medium
178.png,Data/CVC-ClinicDB/images/178.png,Data/CVC-ClinicDB/masks/178.png,384,288,3,424,110592,0.3834,Small
179.png,Data/CVC-ClinicDB/images/179.png,Data/CVC-ClinicDB/masks/179.png,384,288,3,2998,110592,2.7109,Small
18.png,Data/CVC-ClinicDB/images/18.png,Data/CVC-ClinicDB/masks/18.png,384,288,3,11657,110592,10.5405,Medium
180.png,Data/CVC-ClinicDB/images/180.png,Data/CVC-ClinicDB/masks/180.png,384,288,3,3392,110592,3.0671,Small
181.png,Data/CVC-ClinicDB/images/181.png,Data/CVC-ClinicDB/masks/181.png,384,288,3,3214,110592,2.9062,Small
182.png,Data/CVC-ClinicDB/images/182.png,Data/CVC-ClinicDB/masks/182.png,384,288,3,3509,110592,3.1729,Small
183.png,Data/CVC-ClinicDB/images/183.png,Data/CVC-ClinicDB/masks/183.png,384,288,3,3267,110592,2.9541,Small
184.png,Data/CVC-ClinicDB/images/184.png,Data/CVC-ClinicDB/masks/184.png,384,288,3,3161,110592,2.8583,Small
185.png,Data/CVC-ClinicDB/images/185.png,Data/CVC-ClinicDB/masks/185.png,384,288,3,4893,110592,4.4244,Small
186.png,Data/CVC-ClinicDB/images/186.png,Data/CVC-ClinicDB/masks/186.png,384,288,3,8145,110592,7.3649,Medium
187.png,Data/CVC-ClinicDB/images/187.png,Data/CVC-ClinicDB/masks/187.png,384,288,3,13123,110592,11.8661,Medium
188.png,Data/CVC-ClinicDB/images/188.png,Data/CVC-ClinicDB/masks/188.png,384,288,3,13230,110592,11.9629,Medium
189.png,Data/CVC-ClinicDB/images/189.png,Data/CVC-ClinicDB/masks/189.png,384,288,3,5153,110592,4.6595,Small
19.png,Data/CVC-ClinicDB/images/19.png,Data/CVC-ClinicDB/masks/19.png,384,288,3,18092,110592,16.3592,Medium
190.png,Data/CVC-ClinicDB/images/190.png,Data/CVC-ClinicDB/masks/190.png,384,288,3,3382,110592,3.0581,Small
191.png,Data/CVC-ClinicDB/images/191.png,Data/CVC-ClinicDB/masks/191.png,384,288,3,1267,110592,1.1457,Small
192.png,Data/CVC-ClinicDB/images/192.png,Data/CVC-ClinicDB/masks/192.png,384,288,3,1441,110592,1.303,Small
193.png,Data/CVC-ClinicDB/images/193.png,Data/CVC-ClinicDB/masks/193.png,384,288,3,2368,110592,2.1412,Small
194.png,Data/CVC-ClinicDB/images/194.png,Data/CVC-ClinicDB/masks/194.png,384,288,3,4791,110592,4.3321,Small
195.png,Data/CVC-ClinicDB/images/195.png,Data/CVC-ClinicDB/masks/195.png,384,288,3,4349,110592,3.9325,Small
196.png,Data/CVC-ClinicDB/images/196.png,Data/CVC-ClinicDB/masks/196.png,384,288,3,4381,110592,3.9614,Small
197.png,Data/CVC-ClinicDB/images/197.png,Data/CVC-ClinicDB/masks/197.png,384,288,3,4713,110592,4.2616,Small
198.png,Data/CVC-ClinicDB/images/198.png,Data/CVC-ClinicDB/masks/198.png,384,288,3,4463,110592,4.0356,Small
199.png,Data/CVC-ClinicDB/images/199.png,Data/CVC-ClinicDB/masks/199.png,384,288,3,4370,110592,3.9515,Small
2.png,Data/CVC-ClinicDB/images/2.png,Data/CVC-ClinicDB/masks/2.png,384,288,3,20532,110592,18.5655,Medium
20.png,Data/CVC-ClinicDB/images/20.png,Data/CVC-ClinicDB/masks/20.png,384,288,3,18086,110592,16.3538,Medium
200.png,Data/CVC-ClinicDB/images/200.png,Data/CVC-ClinicDB/masks/200.png,384,288,3,5819,110592,5.2617,Medium
201.png,Data/CVC-ClinicDB/images/201.png,Data/CVC-ClinicDB/masks/201.png,384,288,3,5891,110592,5.3268,Medium
202.png,Data/CVC-ClinicDB/images/202.png,Data/CVC-ClinicDB/masks/202.png,384,288,3,5457,110592,4.9344,Small
203.png,Data/CVC-ClinicDB/images/203.png,Data/CVC-ClinicDB/masks/203.png,384,288,3,4994,110592,4.5157,Small
204.png,Data/CVC-ClinicDB/images/204.png,Data/CVC-ClinicDB/masks/204.png,384,288,3,3519,110592,3.182,Small
205.png,Data/CVC-ClinicDB/images/205.png,Data/CVC-ClinicDB/masks/205.png,384,288,3,3027,110592,2.7371,Small
206.png,Data/CVC-ClinicDB/images/206.png,Data/CVC-ClinicDB/masks/206.png,384,288,3,8644,110592,7.8161,Medium
207.png,Data/CVC-ClinicDB/images/207.png,Data/CVC-ClinicDB/masks/207.png,384,288,3,8722,110592,7.8866,Medium
208.png,Data/CVC-ClinicDB/images/208.png,Data/CVC-ClinicDB/masks/208.png,384,288,3,4154,110592,3.7561,Small
209.png,Data/CVC-ClinicDB/images/209.png,Data/CVC-ClinicDB/masks/209.png,384,288,3,2830,110592,2.559,Small
21.png,Data/CVC-ClinicDB/images/21.png,Data/CVC-ClinicDB/masks/21.png,384,288,3,29873,110592,27.0119,Large
210.png,Data/CVC-ClinicDB/images/210.png,Data/CVC-ClinicDB/masks/210.png,384,288,3,28064,110592,25.3762,Large
211.png,Data/CVC-ClinicDB/images/211.png,Data/CVC-ClinicDB/masks/211.png,384,288,3,21724,110592,19.6434,Medium
212.png,Data/CVC-ClinicDB/images/212.png,Data/CVC-ClinicDB/masks/212.png,384,288,3,17050,110592,15.417,Medium
213.png,Data/CVC-ClinicDB/images/213.png,Data/CVC-ClinicDB/masks/213.png,384,288,3,16194,110592,14.643,Medium
214.png,Data/CVC-ClinicDB/images/214.png,Data/CVC-ClinicDB/masks/214.png,384,288,3,10614,110592,9.5974,Medium
215.png,Data/CVC-ClinicDB/images/215.png,Data/CVC-ClinicDB/masks/215.png,384,288,3,10240,110592,9.2593,Medium
216.png,Data/CVC-ClinicDB/images/216.png,Data/CVC-ClinicDB/masks/216.png,384,288,3,12285,110592,11.1084,Medium
217.png,Data/CVC-ClinicDB/images/217.png,Data/CVC-ClinicDB/masks/217.png,384,288,3,11071,110592,10.0107,Medium
218.png,Data/CVC-ClinicDB/images/218.png,Data/CVC-ClinicDB/masks/218.png,384,288,3,8619,110592,7.7935,Medium
219.png,Data/CVC-ClinicDB/images/219.png,Data/CVC-ClinicDB/masks/219.png,384,288,3,7059,110592,6.3829,Medium
22.png,Data/CVC-ClinicDB/images/22.png,Data/CVC-ClinicDB/masks/22.png,384,288,3,53593,110592,48.4601,Large
220.png,Data/CVC-ClinicDB/images/220.png,Data/CVC-ClinicDB/masks/220.png,384,288,3,4939,110592,4.466,Small
221.png,Data/CVC-ClinicDB/images/221.png,Data/CVC-ClinicDB/masks/221.png,384,288,3,4055,110592,3.6666,Small
222.png,Data/CVC-ClinicDB/images/222.png,Data/CVC-ClinicDB/masks/222.png,384,288,3,3450,110592,3.1196,Small
223.png,Data/CVC-ClinicDB/images/223.png,Data/CVC-ClinicDB/masks/223.png,384,288,3,3348,110592,3.0273,Small
224.png,Data/CVC-ClinicDB/images/224.png,Data/CVC-ClinicDB/masks/224.png,384,288,3,2680,110592,2.4233,Small
225.png,Data/CVC-ClinicDB/images/225.png,Data/CVC-ClinicDB/masks/225.png,384,288,3,3343,110592,3.0228,Small
226.png,Data/CVC-ClinicDB/images/226.png,Data/CVC-ClinicDB/masks/226.png,384,288,3,5227,110592,4.7264,Small
227.png,Data/CVC-ClinicDB/images/227.png,Data/CVC-ClinicDB/masks/227.png,384,288,3,3005,110592,2.7172,Small
228.png,Data/CVC-ClinicDB/images/228.png,Data/CVC-ClinicDB/masks/228.png,384,288,3,8445,110592,7.6362,Medium
229.png,Data/CVC-ClinicDB/images/229.png,Data/CVC-ClinicDB/masks/229.png,384,288,3,8445,110592,7.6362,Medium
23.png,Data/CVC-ClinicDB/images/23.png,Data/CVC-ClinicDB/masks/23.png,384,288,3,26915,110592,24.3372,Large
230.png,Data/CVC-ClinicDB/images/230.png,Data/CVC-ClinicDB/masks/230.png,384,288,3,22231,110592,20.1018,Large
231.png,Data/CVC-ClinicDB/images/231.png,Data/CVC-ClinicDB/masks/231.png,384,288,3,19212,110592,17.372,Medium
232.png,Data/CVC-ClinicDB/images/232.png,Data/CVC-ClinicDB/masks/232.png,384,288,3,17871,110592,16.1594,Medium
233.png,Data/CVC-ClinicDB/images/233.png,Data/CVC-ClinicDB/masks/233.png,384,288,3,18324,110592,16.569,Medium
234.png,Data/CVC-ClinicDB/images/234.png,Data/CVC-ClinicDB/masks/234.png,384,288,3,16173,110592,14.624,Medium
235.png,Data/CVC-ClinicDB/images/235.png,Data/CVC-ClinicDB/masks/235.png,384,288,3,14277,110592,12.9096,Medium
236.png,Data/CVC-ClinicDB/images/236.png,Data/CVC-ClinicDB/masks/236.png,384,288,3,11581,110592,10.4718,Medium
237.png,Data/CVC-ClinicDB/images/237.png,Data/CVC-ClinicDB/masks/237.png,384,288,3,13789,110592,12.4684,Medium
238.png,Data/CVC-ClinicDB/images/238.png,Data/CVC-ClinicDB/masks/238.png,384,288,3,13183,110592,11.9204,Medium
239.png,Data/CVC-ClinicDB/images/239.png,Data/CVC-ClinicDB/masks/239.png,384,288,3,13293,110592,12.0199,Medium
24.png,Data/CVC-ClinicDB/images/24.png,Data/CVC-ClinicDB/masks/24.png,384,288,3,22692,110592,20.5187,Large
240.png,Data/CVC-ClinicDB/images/240.png,Data/CVC-ClinicDB/masks/240.png,384,288,3,12643,110592,11.4321,Medium
241.png,Data/CVC-ClinicDB/images/241.png,Data/CVC-ClinicDB/masks/241.png,384,288,3,13920,110592,12.5868,Medium
242.png,Data/CVC-ClinicDB/images/242.png,Data/CVC-ClinicDB/masks/242.png,384,288,3,13155,110592,11.8951,Medium
243.png,Data/CVC-ClinicDB/images/243.png,Data/CVC-ClinicDB/masks/243.png,384,288,3,10134,110592,9.1634,Medium
244.png,Data/CVC-ClinicDB/images/244.png,Data/CVC-ClinicDB/masks/244.png,384,288,3,9414,110592,8.5124,Medium
245.png,Data/CVC-ClinicDB/images/245.png,Data/CVC-ClinicDB/masks/245.png,384,288,3,7863,110592,7.1099,Medium
246.png,Data/CVC-ClinicDB/images/246.png,Data/CVC-ClinicDB/masks/246.png,384,288,3,12300,110592,11.122,Medium
247.png,Data/CVC-ClinicDB/images/247.png,Data/CVC-ClinicDB/masks/247.png,384,288,3,15002,110592,13.5652,Medium
248.png,Data/CVC-ClinicDB/images/248.png,Data/CVC-ClinicDB/masks/248.png,384,288,3,13368,110592,12.0877,Medium
249.png,Data/CVC-ClinicDB/images/249.png,Data/CVC-ClinicDB/masks/249.png,384,288,3,10674,110592,9.6517,Medium
25.png,Data/CVC-ClinicDB/images/25.png,Data/CVC-ClinicDB/masks/25.png,384,288,3,50740,110592,45.8804,Large
250.png,Data/CVC-ClinicDB/images/250.png,Data/CVC-ClinicDB/masks/250.png,384,288,3,10176,110592,9.2014,Medium
251.png,Data/CVC-ClinicDB/images/251.png,Data/CVC-ClinicDB/masks/251.png,384,288,3,7983,110592,7.2184,Medium
252.png,Data/CVC-ClinicDB/images/252.png,Data/CVC-ClinicDB/masks/252.png,384,288,3,11345,110592,10.2584,Medium
253.png,Data/CVC-ClinicDB/images/253.png,Data/CVC-ClinicDB/masks/253.png,384,288,3,24680,110592,22.3163,Large
254.png,Data/CVC-ClinicDB/images/254.png,Data/CVC-ClinicDB/masks/254.png,384,288,3,23452,110592,21.2059,Large
255.png,Data/CVC-ClinicDB/images/255.png,Data/CVC-ClinicDB/masks/255.png,384,288,3,21148,110592,19.1225,Medium
256.png,Data/CVC-ClinicDB/images/256.png,Data/CVC-ClinicDB/masks/256.png,384,288,3,22484,110592,20.3306,Large
257.png,Data/CVC-ClinicDB/images/257.png,Data/CVC-ClinicDB/masks/257.png,384,288,3,26837,110592,24.2667,Large
258.png,Data/CVC-ClinicDB/images/258.png,Data/CVC-ClinicDB/masks/258.png,384,288,3,23733,110592,21.46,Large
259.png,Data/CVC-ClinicDB/images/259.png,Data/CVC-ClinicDB/masks/259.png,384,288,3,24281,110592,21.9555,Large
26.png,Data/CVC-ClinicDB/images/26.png,Data/CVC-ClinicDB/masks/26.png,384,288,3,1458,110592,1.3184,Small
260.png,Data/CVC-ClinicDB/images/260.png,Data/CVC-ClinicDB/masks/260.png,384,288,3,23970,110592,21.6743,Large
261.png,Data/CVC-ClinicDB/images/261.png,Data/CVC-ClinicDB/masks/261.png,384,288,3,21448,110592,19.3938,Medium
262.png,Data/CVC-ClinicDB/images/262.png,Data/CVC-ClinicDB/masks/262.png,384,288,3,15162,110592,13.7099,Medium
263.png,Data/CVC-ClinicDB/images/263.png,Data/CVC-ClinicDB/masks/263.png,384,288,3,11311,110592,10.2277,Medium
264.png,Data/CVC-ClinicDB/images/264.png,Data/CVC-ClinicDB/masks/264.png,384,288,3,25352,110592,22.9239,Large
265.png,Data/CVC-ClinicDB/images/265.png,Data/CVC-ClinicDB/masks/265.png,384,288,3,25575,110592,23.1255,Large
266.png,Data/CVC-ClinicDB/images/266.png,Data/CVC-ClinicDB/masks/266.png,384,288,3,26697,110592,24.1401,Large
267.png,Data/CVC-ClinicDB/images/267.png,Data/CVC-ClinicDB/masks/267.png,384,288,3,19120,110592,17.2888,Medium
268.png,Data/CVC-ClinicDB/images/268.png,Data/CVC-ClinicDB/masks/268.png,384,288,3,24760,110592,22.3886,Large
269.png,Data/CVC-ClinicDB/images/269.png,Data/CVC-ClinicDB/masks/269.png,384,288,3,18086,110592,16.3538,Medium
27.png,Data/CVC-ClinicDB/images/27.png,Data/CVC-ClinicDB/masks/27.png,384,288,3,1490,110592,1.3473,Small
270.png,Data/CVC-ClinicDB/images/270.png,Data/CVC-ClinicDB/masks/270.png,384,288,3,21210,110592,19.1786,Medium
271.png,Data/CVC-ClinicDB/images/271.png,Data/CVC-ClinicDB/masks/271.png,384,288,3,29453,110592,26.6321,Large
272.png,Data/CVC-ClinicDB/images/272.png,Data/CVC-ClinicDB/masks/272.png,384,288,3,35211,110592,31.8387,Large
273.png,Data/CVC-ClinicDB/images/273.png,Data/CVC-ClinicDB/masks/273.png,384,288,3,30893,110592,27.9342,Large
274.png,Data/CVC-ClinicDB/images/274.png,Data/CVC-ClinicDB/masks/274.png,384,288,3,32509,110592,29.3954,Large
275.png,Data/CVC-ClinicDB/images/275.png,Data/CVC-ClinicDB/masks/275.png,384,288,3,25966,110592,23.4791,Large
276.png,Data/CVC-ClinicDB/images/276.png,Data/CVC-ClinicDB/masks/276.png,384,288,3,22053,110592,19.9409,Medium
277.png,Data/CVC-ClinicDB/images/277.png,Data/CVC-ClinicDB/masks/277.png,384,288,3,15201,110592,13.7451,Medium
278.png,Data/CVC-ClinicDB/images/278.png,Data/CVC-ClinicDB/masks/278.png,384,288,3,2375,110592,2.1475,Small
279.png,Data/CVC-ClinicDB/images/279.png,Data/CVC-ClinicDB/masks/279.png,384,288,3,2740,110592,2.4776,Small
28.png,Data/CVC-ClinicDB/images/28.png,Data/CVC-ClinicDB/masks/28.png,384,288,3,3683,110592,3.3303,Small
280.png,Data/CVC-ClinicDB/images/280.png,Data/CVC-ClinicDB/masks/280.png,384,288,3,3184,110592,2.8791,Small
281.png,Data/CVC-ClinicDB/images/281.png,Data/CVC-ClinicDB/masks/281.png,384,288,3,3652,110592,3.3022,Small
282.png,Data/CVC-ClinicDB/images/282.png,Data/CVC-ClinicDB/masks/282.png,384,288,3,4098,110592,3.7055,Small
283.png,Data/CVC-ClinicDB/images/283.png,Data/CVC-ClinicDB/masks/283.png,384,288,3,4068,110592,3.6784,Small
284.png,Data/CVC-ClinicDB/images/284.png,Data/CVC-ClinicDB/masks/284.png,384,288,3,3089,110592,2.7931,Small
285.png,Data/CVC-ClinicDB/images/285.png,Data/CVC-ClinicDB/masks/285.png,384,288,3,3393,110592,3.068,Small
286.png,Data/CVC-ClinicDB/images/286.png,Data/CVC-ClinicDB/masks/286.png,384,288,3,3726,110592,3.3691,Small
287.png,Data/CVC-ClinicDB/images/287.png,Data/CVC-ClinicDB/masks/287.png,384,288,3,3507,110592,3.1711,Small
288.png,Data/CVC-ClinicDB/images/288.png,Data/CVC-ClinicDB/masks/288.png,384,288,3,3708,110592,3.3529,Small
289.png,Data/CVC-ClinicDB/images/289.png,Data/CVC-ClinicDB/masks/289.png,384,288,3,3243,110592,2.9324,Small
29.png,Data/CVC-ClinicDB/images/29.png,Data/CVC-ClinicDB/masks/29.png,384,288,3,4432,110592,4.0075,Small
