filename,image_path,mask_path,width,height,channels,polyp_pixels,total_pixels,area_pct,size_bucket,is_clean_binary
cju16jgnyzp970878melv7r25.jpg,Data/Kvasir-SEG/images/cju16jgnyzp970878melv7r25.jpg,Data/Kvasir-SEG/masks/cju16jgnyzp970878melv7r25.jpg,560,529,3,34496,296240,11.6446,Medium,False
cju16whaj0e7n0855q7b6cjkm.jpg,Data/Kvasir-SEG/images/cju16whaj0e7n0855q7b6cjkm.jpg,Data/Kvasir-SEG/masks/cju16whaj0e7n0855q7b6cjkm.jpg,626,547,3,89053,342422,26.0068,Large,False
cju171py4qiha0835u8sl59ds.jpg,Data/Kvasir-SEG/images/cju171py4qiha0835u8sl59ds.jpg,Data/Kvasir-SEG/masks/cju171py4qiha0835u8sl59ds.jpg,616,530,3,119613,326480,36.6372,Large,False
cju175facms5f0993a5tjikvt.jpg,Data/Kvasir-SEG/images/cju175facms5f0993a5tjikvt.jpg,Data/Kvasir-SEG/masks/cju175facms5f0993a5tjikvt.jpg,621,528,3,75463,327888,23.0149,Large,False
cju17bz250pgd0799u1hqkj5u.jpg,Data/Kvasir-SEG/images/cju17bz250pgd0799u1hqkj5u.jpg,Data/Kvasir-SEG/masks/cju17bz250pgd0799u1hqkj5u.jpg,626,547,3,31017,342422,9.0581,Medium,False
cju17g6ykn1cs0993dww6qdi8.jpg,Data/Kvasir-SEG/images/cju17g6ykn1cs0993dww6qdi8.jpg,Data/Kvasir-SEG/masks/cju17g6ykn1cs0993dww6qdi8.jpg,605,510,3,96882,308550,31.3991,Large,False
cju17hw9hr9c5098800fu4u8e.jpg,Data/Kvasir-SEG/images/cju17hw9hr9c5098800fu4u8e.jpg,Data/Kvasir-SEG/masks/cju17hw9hr9c5098800fu4u8e.jpg,623,528,3,7918,328944,2.4071,Small,False
cju17otoe119u0799nqcbl8n1.jpg,Data/Kvasir-SEG/images/cju17otoe119u0799nqcbl8n1.jpg,Data/Kvasir-SEG/masks/cju17otoe119u0799nqcbl8n1.jpg,519,511,3,163602,265209,61.688,Large,False
cju17r8il13910799dr2wme2e.jpg,Data/Kvasir-SEG/images/cju17r8il13910799dr2wme2e.jpg,Data/Kvasir-SEG/masks/cju17r8il13910799dr2wme2e.jpg,622,531,3,3982,330282,1.2056,Small,False
cju17v6ih0u7808783zcbg1jy.jpg,Data/Kvasir-SEG/images/cju17v6ih0u7808783zcbg1jy.jpg,Data/Kvasir-SEG/masks/cju17v6ih0u7808783zcbg1jy.jpg,622,528,3,115218,328416,35.0829,Large,False
cju17x0j4nfc10993y31pvlgs.jpg,Data/Kvasir-SEG/images/cju17x0j4nfc10993y31pvlgs.jpg,Data/Kvasir-SEG/masks/cju17x0j4nfc10993y31pvlgs.jpg,459,526,3,169623,241434,70.2565,Large,False
cju17z0qongpa0993de4boim4.jpg,Data/Kvasir-SEG/images/cju17z0qongpa0993de4boim4.jpg,Data/Kvasir-SEG/masks/cju17z0qongpa0993de4boim4.jpg,622,529,3,16716,329038,5.0803,Medium,False
cju1819curo000988pd5xcqme.jpg,Data/Kvasir-SEG/images/cju1819curo000988pd5xcqme.jpg,Data/Kvasir-SEG/masks/cju1819curo000988pd5xcqme.jpg,600,529,3,34083,317400,10.7382,Medium,False
cju183od81ff608017ekzif89.jpg,Data/Kvasir-SEG/images/cju183od81ff608017ekzif89.jpg,Data/Kvasir-SEG/masks/cju183od81ff608017ekzif89.jpg,622,511,3,48491,317842,15.2563,Medium,False
cju1871y11d6r0799k6cw4yze.jpg,Data/Kvasir-SEG/images/cju1871y11d6r0799k6cw4yze.jpg,Data/Kvasir-SEG/masks/cju1871y11d6r0799k6cw4yze.jpg,480,531,3,38963,254880,15.2868,Medium,False
cju18849rrsgr0988p90hkygb.jpg,Data/Kvasir-SEG/images/cju18849rrsgr0988p90hkygb.jpg,Data/Kvasir-SEG/masks/cju18849rrsgr0988p90hkygb.jpg,619,528,3,37479,326832,11.4674,Medium,False
cju18gzrq18zw0878wbf4ftw6.jpg,Data/Kvasir-SEG/images/cju18gzrq18zw0878wbf4ftw6.jpg,Data/Kvasir-SEG/masks/cju18gzrq18zw0878wbf4ftw6.jpg,626,546,3,26141,341796,7.6481,Medium,False
cju18ibp219ub08783i6o98g7.jpg,Data/Kvasir-SEG/images/cju18ibp219ub08783i6o98g7.jpg,Data/Kvasir-SEG/masks/cju18ibp219ub08783i6o98g7.jpg,615,528,3,6016,324720,1.8527,Small,False
cju18kevfrojc0835bn90f1in.jpg,Data/Kvasir-SEG/images/cju18kevfrojc0835bn90f1in.jpg,Data/Kvasir-SEG/masks/cju18kevfrojc0835bn90f1in.jpg,621,528,3,17517,327888,5.3424,Medium,False
cju1alwgo30z60855fm3y23sm.jpg,Data/Kvasir-SEG/images/cju1alwgo30z60855fm3y23sm.jpg,Data/Kvasir-SEG/masks/cju1alwgo30z60855fm3y23sm.jpg,622,529,3,27943,329038,8.4923,Medium,False
cju1amqw6p8pw0993d9gc5crl.jpg,Data/Kvasir-SEG/images/cju1amqw6p8pw0993d9gc5crl.jpg,Data/Kvasir-SEG/masks/cju1amqw6p8pw0993d9gc5crl.jpg,622,547,3,8328,340234,2.4477,Small,False
cju1aqqv02qwz0878a5cyhr67.jpg,Data/Kvasir-SEG/images/cju1aqqv02qwz0878a5cyhr67.jpg,Data/Kvasir-SEG/masks/cju1aqqv02qwz0878a5cyhr67.jpg,626,547,3,19185,342422,5.6027,Medium,False
cju1ats0y372e08011yazcsxm.jpg,Data/Kvasir-SEG/images/cju1ats0y372e08011yazcsxm.jpg,Data/Kvasir-SEG/masks/cju1ats0y372e08011yazcsxm.jpg,623,528,3,51281,328944,15.5896,Medium,False
cju1b0y2e396p08558ois175d.jpg,Data/Kvasir-SEG/images/cju1b0y2e396p08558ois175d.jpg,Data/Kvasir-SEG/masks/cju1b0y2e396p08558ois175d.jpg,626,546,3,13801,341796,4.0378,Small,False
cju1b3zgj3d8e0801kpolea6c.jpg,Data/Kvasir-SEG/images/cju1b3zgj3d8e0801kpolea6c.jpg,Data/Kvasir-SEG/masks/cju1b3zgj3d8e0801kpolea6c.jpg,601,528,3,44977,317328,14.1737,Medium,False
cju1b75x63ddl0799sdp0i2j3.jpg,Data/Kvasir-SEG/images/cju1b75x63ddl0799sdp0i2j3.jpg,Data/Kvasir-SEG/masks/cju1b75x63ddl0799sdp0i2j3.jpg,549,530,3,19559,290970,6.722,Medium,False
cju1bhnfitmge0835ynls0l6b.jpg,Data/Kvasir-SEG/images/cju1bhnfitmge0835ynls0l6b.jpg,Data/Kvasir-SEG/masks/cju1bhnfitmge0835ynls0l6b.jpg,622,531,3,27054,330282,8.1912,Medium,False
cju1bm8063nmh07996rsjjemq.jpg,Data/Kvasir-SEG/images/cju1bm8063nmh07996rsjjemq.jpg,Data/Kvasir-SEG/masks/cju1bm8063nmh07996rsjjemq.jpg,607,530,3,78412,321710,24.3735,Large,False
cju1brhsj3rls0855a1vgdlen.jpg,Data/Kvasir-SEG/images/cju1brhsj3rls0855a1vgdlen.jpg,Data/Kvasir-SEG/masks/cju1brhsj3rls0855a1vgdlen.jpg,570,530,3,12045,302100,3.9871,Small,False
cju1c0qb4tzi308355wtsnp0y.jpg,Data/Kvasir-SEG/images/cju1c0qb4tzi308355wtsnp0y.jpg,Data/Kvasir-SEG/masks/cju1c0qb4tzi308355wtsnp0y.jpg,622,530,3,115060,329660,34.9026,Large,False
cju1c3218411b08014g9f6gig.jpg,Data/Kvasir-SEG/images/cju1c3218411b08014g9f6gig.jpg,Data/Kvasir-SEG/masks/cju1c3218411b08014g9f6gig.jpg,626,546,3,54326,341796,15.8943,Medium,False
cju1c4fcu40hl07992b8gj0c8.jpg,Data/Kvasir-SEG/images/cju1c4fcu40hl07992b8gj0c8.jpg,Data/Kvasir-SEG/masks/cju1c4fcu40hl07992b8gj0c8.jpg,626,546,3,18591,341796,5.4392,Medium,False
cju1c6yfz42md08550zgoz3pw.jpg,Data/Kvasir-SEG/images/cju1c6yfz42md08550zgoz3pw.jpg,Data/Kvasir-SEG/masks/cju1c6yfz42md08550zgoz3pw.jpg,536,530,3,76040,284080,26.7671,Large,False
cju1c8ffau5770835g0g343o8.jpg,Data/Kvasir-SEG/images/cju1c8ffau5770835g0g343o8.jpg,Data/Kvasir-SEG/masks/cju1c8ffau5770835g0g343o8.jpg,622,529,3,11719,329038,3.5616,Small,False
cju1cbokpuiw70988j4lq1fpi.jpg,Data/Kvasir-SEG/images/cju1cbokpuiw70988j4lq1fpi.jpg,Data/Kvasir-SEG/masks/cju1cbokpuiw70988j4lq1fpi.jpg,615,529,3,13704,325335,4.2123,Small,False
cju1cdxvz48hw0801i0fjwcnk.jpg,Data/Kvasir-SEG/images/cju1cdxvz48hw0801i0fjwcnk.jpg,Data/Kvasir-SEG/masks/cju1cdxvz48hw0801i0fjwcnk.jpg,577,505,3,18732,291385,6.4286,Medium,False
cju1cfhyg48bb0799cl5pr2jh.jpg,Data/Kvasir-SEG/images/cju1cfhyg48bb0799cl5pr2jh.jpg,Data/Kvasir-SEG/masks/cju1cfhyg48bb0799cl5pr2jh.jpg,626,547,3,56216,342422,16.4172,Medium,False
cju1cj3f0qi5n0993ut8f49rj.jpg,Data/Kvasir-SEG/images/cju1cj3f0qi5n0993ut8f49rj.jpg,Data/Kvasir-SEG/masks/cju1cj3f0qi5n0993ut8f49rj.jpg,616,530,3,76622,326480,23.4691,Large,False
cju1cnnziug1l0835yh4ropyg.jpg,Data/Kvasir-SEG/images/cju1cnnziug1l0835yh4ropyg.jpg,Data/Kvasir-SEG/masks/cju1cnnziug1l0835yh4ropyg.jpg,570,531,3,58322,302670,19.2692,Medium,False
cju1cqc7n4gpy0855jt246k68.jpg,Data/Kvasir-SEG/images/cju1cqc7n4gpy0855jt246k68.jpg,Data/Kvasir-SEG/masks/cju1cqc7n4gpy0855jt246k68.jpg,616,529,3,11245,325864,3.4508,Small,False
cju1csmlc4ht10799b8ymmghg.jpg,Data/Kvasir-SEG/images/cju1csmlc4ht10799b8ymmghg.jpg,Data/Kvasir-SEG/masks/cju1csmlc4ht10799b8ymmghg.jpg,612,546,3,43713,334152,13.0818,Medium,False
cju1cu1u2474n0878tt7v4tdr.jpg,Data/Kvasir-SEG/images/cju1cu1u2474n0878tt7v4tdr.jpg,Data/Kvasir-SEG/masks/cju1cu1u2474n0878tt7v4tdr.jpg,621,531,3,6785,329751,2.0576,Small,False
cju1cvkfwqrec0993wbp1jlzm.jpg,Data/Kvasir-SEG/images/cju1cvkfwqrec0993wbp1jlzm.jpg,Data/Kvasir-SEG/masks/cju1cvkfwqrec0993wbp1jlzm.jpg,622,531,3,13906,330282,4.2103,Small,False
cju1cyjb5qtie0993njqne9m3.jpg,Data/Kvasir-SEG/images/cju1cyjb5qtie0993njqne9m3.jpg,Data/Kvasir-SEG/masks/cju1cyjb5qtie0993njqne9m3.jpg,626,547,3,173688,342422,50.7234,Large,False
cju1d31sp4d4k0878r3fr02ul.jpg,Data/Kvasir-SEG/images/cju1d31sp4d4k0878r3fr02ul.jpg,Data/Kvasir-SEG/masks/cju1d31sp4d4k0878r3fr02ul.jpg,622,529,3,27044,329038,8.2191,Medium,False
cju1d50a94qf50855wsowacrc.jpg,Data/Kvasir-SEG/images/cju1d50a94qf50855wsowacrc.jpg,Data/Kvasir-SEG/masks/cju1d50a94qf50855wsowacrc.jpg,622,530,3,19978,329660,6.0602,Medium,False
cju1d96gsv62d09881b3wecw2.jpg,Data/Kvasir-SEG/images/cju1d96gsv62d09881b3wecw2.jpg,Data/Kvasir-SEG/masks/cju1d96gsv62d09881b3wecw2.jpg,622,528,3,83015,328416,25.2774,Large,False
cju1ddr6p4k5z08780uuuzit2.jpg,Data/Kvasir-SEG/images/cju1ddr6p4k5z08780uuuzit2.jpg,Data/Kvasir-SEG/masks/cju1ddr6p4k5z08780uuuzit2.jpg,570,531,3,9610,302670,3.1751,Small,False
cju1dfeupuzlw0835gnxip369.jpg,Data/Kvasir-SEG/images/cju1dfeupuzlw0835gnxip369.jpg,Data/Kvasir-SEG/masks/cju1dfeupuzlw0835gnxip369.jpg,1348,1070,3,102806,1442360,7.1276,Medium,False
cju1dg44i4z3w0801nyz4p6zf.jpg,Data/Kvasir-SEG/images/cju1dg44i4z3w0801nyz4p6zf.jpg,Data/Kvasir-SEG/masks/cju1dg44i4z3w0801nyz4p6zf.jpg,623,528,3,2908,328944,0.884,Small,False
cju1dhfok4mhe0878jlgrag0h.jpg,Data/Kvasir-SEG/images/cju1dhfok4mhe0878jlgrag0h.jpg,Data/Kvasir-SEG/masks/cju1dhfok4mhe0878jlgrag0h.jpg,626,546,3,20856,341796,6.1019,Medium,False
cju1dia8hvc6v098827mgffnm.jpg,Data/Kvasir-SEG/images/cju1dia8hvc6v098827mgffnm.jpg,Data/Kvasir-SEG/masks/cju1dia8hvc6v098827mgffnm.jpg,616,528,3,13806,325248,4.2448,Small,False
cju1djtprvd7b0988thwwrg09.jpg,Data/Kvasir-SEG/images/cju1djtprvd7b0988thwwrg09.jpg,Data/Kvasir-SEG/masks/cju1djtprvd7b0988thwwrg09.jpg,590,529,3,18627,312110,5.9681,Medium,False
cju1dnz61vfp40988e78bkjga.jpg,Data/Kvasir-SEG/images/cju1dnz61vfp40988e78bkjga.jpg,Data/Kvasir-SEG/masks/cju1dnz61vfp40988e78bkjga.jpg,627,547,3,19915,342969,5.8066,Medium,False
cju1dq3x1vgx109889c7wyirg.jpg,Data/Kvasir-SEG/images/cju1dq3x1vgx109889c7wyirg.jpg,Data/Kvasir-SEG/masks/cju1dq3x1vgx109889c7wyirg.jpg,617,513,3,34262,316521,10.8246,Medium,False
cju1drnhbrb9409935wi7vkhg.jpg,Data/Kvasir-SEG/images/cju1drnhbrb9409935wi7vkhg.jpg,Data/Kvasir-SEG/masks/cju1drnhbrb9409935wi7vkhg.jpg,619,529,3,119614,327451,36.5288,Large,False
cju1efbr0rqxz09931z0lf4vf.jpg,Data/Kvasir-SEG/images/cju1efbr0rqxz09931z0lf4vf.jpg,Data/Kvasir-SEG/masks/cju1efbr0rqxz09931z0lf4vf.jpg,622,529,3,19756,329038,6.0042,Medium,False
cju1egh885m1l0855ci1lt37c.jpg,Data/Kvasir-SEG/images/cju1egh885m1l0855ci1lt37c.jpg,Data/Kvasir-SEG/masks/cju1egh885m1l0855ci1lt37c.jpg,566,531,3,7477,300546,2.4878,Small,False
cju1egx9pvz2n0988eoy8jp23.jpg,Data/Kvasir-SEG/images/cju1egx9pvz2n0988eoy8jp23.jpg,Data/Kvasir-SEG/masks/cju1egx9pvz2n0988eoy8jp23.jpg,622,529,3,5215,329038,1.5849,Small,False
cju1ejj7dvqfa0835ra184v5m.jpg,Data/Kvasir-SEG/images/cju1ejj7dvqfa0835ra184v5m.jpg,Data/Kvasir-SEG/masks/cju1ejj7dvqfa0835ra184v5m.jpg,619,547,3,50639,338593,14.9557,Medium,False
cju1erep75us208553i4ofwwe.jpg,Data/Kvasir-SEG/images/cju1erep75us208553i4ofwwe.jpg,Data/Kvasir-SEG/masks/cju1erep75us208553i4ofwwe.jpg,613,547,3,59391,335311,17.7122,Medium,False
cju1euant5l960878iqj5vvto.jpg,Data/Kvasir-SEG/images/cju1euant5l960878iqj5vvto.jpg,Data/Kvasir-SEG/masks/cju1euant5l960878iqj5vvto.jpg,622,531,3,19171,330282,5.8044,Medium,False
cju1euuc65wm00799m4sjdnnn.jpg,Data/Kvasir-SEG/images/cju1euuc65wm00799m4sjdnnn.jpg,Data/Kvasir-SEG/masks/cju1euuc65wm00799m4sjdnnn.jpg,570,530,3,11367,302100,3.7627,Small,False
cju1ewnoh5z030855vpex9uzt.jpg,Data/Kvasir-SEG/images/cju1ewnoh5z030855vpex9uzt.jpg,Data/Kvasir-SEG/masks/cju1ewnoh5z030855vpex9uzt.jpg,622,529,3,33518,329038,10.1867,Medium,False
cju1expq45zst0855rjqwwj4m.jpg,Data/Kvasir-SEG/images/cju1expq45zst0855rjqwwj4m.jpg,Data/Kvasir-SEG/masks/cju1expq45zst0855rjqwwj4m.jpg,622,529,3,92859,329038,28.2214,Large,False
cju1f15k3w4ct0835cmde6ypo.jpg,Data/Kvasir-SEG/images/cju1f15k3w4ct0835cmde6ypo.jpg,Data/Kvasir-SEG/masks/cju1f15k3w4ct0835cmde6ypo.jpg,572,547,3,40949,312884,13.0876,Medium,False
cju1f320ewfyu0988ndz6blh5.jpg,Data/Kvasir-SEG/images/cju1f320ewfyu0988ndz6blh5.jpg,Data/Kvasir-SEG/masks/cju1f320ewfyu0988ndz6blh5.jpg,571,530,3,32898,302630,10.8707,Medium,False
cju1f5x1164xv08555654c24r.jpg,Data/Kvasir-SEG/images/cju1f5x1164xv08555654c24r.jpg,Data/Kvasir-SEG/masks/cju1f5x1164xv08555654c24r.jpg,622,530,3,40191,329660,12.1917,Medium,False
cju1f79yhsb5w0993txub59ol.jpg,Data/Kvasir-SEG/images/cju1f79yhsb5w0993txub59ol.jpg,Data/Kvasir-SEG/masks/cju1f79yhsb5w0993txub59ol.jpg,623,528,3,3531,328944,1.0734,Small,False
cju1f8w0t65en0799m9oacq0q.jpg,Data/Kvasir-SEG/images/cju1f8w0t65en0799m9oacq0q.jpg,Data/Kvasir-SEG/masks/cju1f8w0t65en0799m9oacq0q.jpg,622,528,3,30346,328416,9.2401,Medium,False
cju1fb9236a110801yvg0fwju.jpg,Data/Kvasir-SEG/images/cju1fb9236a110801yvg0fwju.jpg,Data/Kvasir-SEG/masks/cju1fb9236a110801yvg0fwju.jpg,626,547,3,108411,342422,31.6601,Large,False
cju1ffnjn6ctm08015perkg37.jpg,Data/Kvasir-SEG/images/cju1ffnjn6ctm08015perkg37.jpg,Data/Kvasir-SEG/masks/cju1ffnjn6ctm08015perkg37.jpg,626,547,3,71488,342422,20.8772,Large,False
cju1fj6axwfp30835ukhuzhw9.jpg,Data/Kvasir-SEG/images/cju1fj6axwfp30835ukhuzhw9.jpg,Data/Kvasir-SEG/masks/cju1fj6axwfp30835ukhuzhw9.jpg,576,547,3,76864,315072,24.3957,Large,False
cju1fjsb4sipq09931lvd8e41.jpg,Data/Kvasir-SEG/images/cju1fjsb4sipq09931lvd8e41.jpg,Data/Kvasir-SEG/masks/cju1fjsb4sipq09931lvd8e41.jpg,622,530,3,22922,329660,6.9532,Medium,False
cju1fm3id6gl50801r3fok20c.jpg,Data/Kvasir-SEG/images/cju1fm3id6gl50801r3fok20c.jpg,Data/Kvasir-SEG/masks/cju1fm3id6gl50801r3fok20c.jpg,622,531,3,8750,330282,2.6493,Small,False
cju1fmsyf6gxb0801cimx2gle.jpg,Data/Kvasir-SEG/images/cju1fmsyf6gxb0801cimx2gle.jpg,Data/Kvasir-SEG/masks/cju1fmsyf6gxb0801cimx2gle.jpg,570,531,3,24047,302670,7.945,Medium,False
cju1fr4etsmrr09933u4t4aql.jpg,Data/Kvasir-SEG/images/cju1fr4etsmrr09933u4t4aql.jpg,Data/Kvasir-SEG/masks/cju1fr4etsmrr09933u4t4aql.jpg,570,521,3,83059,296970,27.9688,Large,False
cju1ftaji6isw0855108yqcse.jpg,Data/Kvasir-SEG/images/cju1ftaji6isw0855108yqcse.jpg,Data/Kvasir-SEG/masks/cju1ftaji6isw0855108yqcse.jpg,562,502,3,41323,282124,14.6471,Medium,False
cju1fuoa4wmc50835qfd11sp9.jpg,Data/Kvasir-SEG/images/cju1fuoa4wmc50835qfd11sp9.jpg,Data/Kvasir-SEG/masks/cju1fuoa4wmc50835qfd11sp9.jpg,621,528,3,26842,327888,8.1863,Medium,False
